"validate","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop93/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop182/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop92/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop47/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop35/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop67/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop126/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop43/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop37/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop38/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop68/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop70/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
"train","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/em/fibsem-uint8","/home/wghong22/cellmap-segmentation-challenge/data/jrc_jurkat-1/jrc_jurkat-1.zarr","recon-1/labels/groundtruth/crop112/[mito,mito_lum,mito_mem,cell,ecs,ld,ld_mem,ld_lum,lyso,lyso_lum,lyso_mem,mt,mt_in,mt_out,np,np_in,np_out,nuc,nucpl,perox,perox_lum,perox_mem,ves,ves_mem,ves_lum,endo,endo_lum,endo_mem]"
